"","Date","EntryTime","ExitTime","Direction","EntryPrice","ExecEntryPrice","ExitPrice","ExecExitPrice","StopPrice","R","Shares","NotionalPosition","MarginUsed","GrossPnL","Commission","NetPnL","ExitReason","CapitalBefore","CapitalAfter","R_Multiple"
"319",19012,2022-01-20 14:35:00,2022-01-20 19:10:00,"Long",370,370.011945076506,369.529998,369.519363634808,369.529998,0.470002000000022,3327,1230990,123099,-1638.81845652908,6.654,-1645.47245652908,"SL",156388.254524323,154742.782067794,-1.05229646192554
"320",19013,2022-01-21 14:35:00,2022-01-21 14:40:00,"Long",360.959991,360.969936175701,359.170013,359.133261680562,359.170013,1.78997800000002,864,311869.432224,31186.9432224,-1586.88676380009,1.728,-1588.61476380009,"SL",154742.782067794,153154.167303994,-1.02720508025181
"321",19016,2022-01-24 14:35:00,2022-01-24 14:40:00,"Long",345.829986,345.843437643273,344.690002,344.665436030308,344.690002,1.13998400000003,1343,464449.671198,46444.9671198,-1582.05616621212,2.686,-1584.74216621212,"SL",153154.167303994,151569.425137782,-1.03510366195057
"322",19017,2022-01-25 14:35:00,2022-01-25 14:45:00,"Long",346.690002,346.71014035043,345.799987,345.78939337026,345.799987,0.890015000000005,1702,590066.383404,59006.6383404,-1567.11136024974,3.404,-1570.51536024974,"SL",151569.425137782,149998.909777532,-1.03677688597409
"323",19018,2022-01-26 14:35:00,2022-01-26 15:00:00,"Short",351.579986,351.566534181306,353.470001,353.517555868934,353.470001,1.89001500000001,793,278802.928898,27880.2928898,-1547.16019828908,1.586,-1548.74619828908,"SL",149998.909777532,148450.163579243,-1.03333660718465
"324",19019,2022-01-27 14:35:00,2022-01-27 14:40:00,"Short",348,347.983367818428,349.769989,349.783030679896,349.769989,1.76998900000001,838,291624,29162.4,-1508.11747791056,1.676,-1509.79347791056,"SL",148450.163579243,146940.370101332,-1.01789494819936
"325",19020,2022-01-28 14:35:00,2022-01-28 15:50:00,"Short",340.635009,340.614095084801,343.839996,343.857978035277,343.839996,3.20498699999996,458,156010.834122,15601.0834122,-1485.69839131809,0.916,-1486.61439131809,"SL",146940.370101332,145453.755710014,-1.01276009870749
"326",19023,2022-01-31 14:35:00,2022-01-31 20:55:00,"Long",354.049987,354.065366089365,363.269989,363.253832525855,351.519989,2.52999799999998,574,203224.692538,20322.4692538,5274.17973454493,1.148,5273.03173454493,"Timed",145453.755710014,150726.787444559,3.63101727214389
"327",19024,2022-02-01 14:35:00,2022-02-01 20:30:00,"Short",363.420013,363.396093546745,364.630004,364.649700618781,364.630004,1.209991,1245,452457.916185,45245.7916185,-1560.74080468567,2.49,-1563.23080468567,"SL",150726.787444559,149163.556639873,-1.03769951349777
"328",19025,2022-02-02 14:35:00,2022-02-02 14:35:00,"Short",368.809997,368.773403410442,369.929992,369.964803086867,369.929992,1.11999500000002,1331,490886.106007,49088.6106007,-1585.75296932193,2.662,-1588.41496932193,"SL",149163.556639873,147575.141670552,-1.06554018225543
"329",19026,2022-02-03 14:35:00,2022-02-03 14:35:00,"Short",358.690002,358.678589586801,359.519989,359.535496470226,359.519989,0.829987000000017,1778,637750.823556,63775.0823556,-1523.58043873073,3.556,-1527.13643873073,"SL",147575.141670552,146048.005231821,-1.03484377878881
"330",19027,2022-02-04 14:35:00,2022-02-04 14:40:00,"Short",352.690002,352.650929282398,355.174407,355.183615169912,355.174407,2.48440499999998,587,207029.031174,20702.9031174,-1486.68661597071,1.174,-1487.86061597071,"SL",146048.005231821,144560.14461585,-1.0202386034137
"331",19030,2022-02-07 14:35:00,2022-02-07 14:35:00,"Short",357.960906,357.94358662268,359.070007,359.091652424938,359.070007,1.10910099999995,1303,466423.060518,46642.3060518,-1495.92974034125,2.606,-1498.53574034125,"SL",144560.14461585,143061.608875509,-1.03693514139591
"332",19031,2022-02-08 14:35:00,2022-02-08 14:35:00,"Short",353.859985,353.827248472546,355.130004,355.183668573858,355.130004,1.27001899999999,1126,398446.34311,39844.634311,-1527.3290340778,2.252,-1529.5810340778,"SL",143061.608875509,141532.027841431,-1.06960612503628
"333",19032,2022-02-09 14:35:00,2022-02-09 14:35:00,"Short",363.470001,363.429648022542,364.149993,364.1673598427,364.149993,0.67999199999997,2081,756381.072081,75638.1072081,-1535.17829774876,4.162,-1539.34029774876,"SL",141532.027841431,139992.687543682,-1.0878242981653
"334",19033,2022-02-10 14:35:00,2022-02-10 18:35:00,"Long",360.670013,360.705622247186,359.320007,359.287389061113,359.320007,1.35000600000001,1036,373654.133468,37365.4133468,-1469.28958077186,2.072,-1471.36158077186,"SL",139992.687543682,138521.32596291,-1.05201990663243
"335",19034,2022-02-11 14:35:00,2022-02-11 14:45:00,"Short",358.839996,358.830167698059,359.700012,359.717741626757,359.700012,0.86001600000003,1610,577732.39356,57773.239356,-1428.99402520466,3.22,-1432.21402520466,"SL",138521.32596291,137089.111937706,-1.03436904510906
"336",19037,2022-02-14 14:35:00,2022-02-14 18:50:00,"Long",347.070007,347.088034878327,345.809997,345.779750107845,345.809997,1.26000999999997,1088,377612.167616,37761.2167616,-1423.41383028433,2.176,-1425.58983028433,"SL",137089.111937706,135663.522107421,-1.03990029482461
"337",19038,2022-02-15 14:35:00,2022-02-15 14:50:00,"Long",353.619995,353.631269512771,352.25,352.226804675347,352.25,1.36999500000002,990,350083.79505,35008.379505,-1390.42018905013,1.98,-1392.40018905013,"SL",135663.522107421,134271.121918371,-1.02662041644265
"338",19040,2022-02-17 14:35:00,2022-02-17 14:45:00,"Long",352.869995,352.884638198103,352.359985,352.314675998804,352.359985,0.510010000000023,2632,928753.82684,92875.382684,-1500.14050855354,5.264,-1505.40450855354,"SL",134271.121918371,132765.717409818,-1.12147251877107
"339",19041,2022-02-18 14:35:00,2022-02-18 14:55:00,"Short",345.070007,345.058734234609,346.73001,346.763802735246,346.73001,1.66000300000002,799,275710.935593,27571.0935593,-1362.34973200876,1.598,-1363.94773200876,"SL",132765.717409818,131401.769677809,-1.02835265998719
"340",19045,2022-02-22 14:35:00,2022-02-22 14:40:00,"Short",338.670013,338.658148695585,339.790008,339.812279168682,339.790008,1.11999500000002,1173,397259.925249,39725.9925249,-1353.79504494343,2.346,-1356.14104494343,"SL",131401.769677809,130045.628632866,-1.03226395930119
"341",19046,2022-02-23 14:35:00,2022-02-23 14:35:00,"Long",341.660003,341.670717812565,340.859985,340.83706847778,340.859985,0.800018000000023,1625,555197.504875,55519.7504875,-1354.68016902495,3.25,-1357.93016902495,"SL",130045.628632866,128687.698463841,-1.04453816637195
"342",19047,2022-02-24 14:35:00,2022-02-24 20:55:00,"Long",321.649993,321.675242004607,340.640014,340.610920606978,319.23999,2.41000300000002,533,171439.446269,17143.9446269,10092.7166950636,1.066,10091.6506950636,"Timed",128687.698463841,138779.349158904,7.8562883956454
"343",19048,2022-02-25 14:35:00,2022-02-25 14:35:00,"Short",341.23001,341.217340127059,341.48999,341.50669742086,341.48999,0.259979999999985,4067,1387782.45067,138778.245067,-1176.8161138866,8.134,-1184.9501138866,"SL",138779.349158904,137594.399045018,-1.1206911831699
"344",19051,2022-02-28 14:35:00,2022-02-28 14:35:00,"Long",343.790008,343.800710836928,343.190002,343.163305559052,343.190002,0.600006000000008,2293,788310.488344,78831.0488344,-1461.57030216924,4.586,-1466.15630216924,"SL",137594.399045018,136128.242742848,-1.06566480647828
"345",19052,2022-03-01 14:35:00,2022-03-01 15:10:00,"Long",346.725006,346.737242854166,345.179992,345.15279824669,345.179992,1.54501399999998,881,305464.730286,30546.4730286,-1395.89569918673,1.762,-1397.65769918673,"SL",136128.242742848,134730.585043662,-1.0268156841792
"346",19053,2022-03-02 14:35:00,2022-03-02 14:40:00,"Short",342.079986,342.065101296367,343.579986,343.601115921144,343.579986,1.5,898,307187.827428,30718.7827428,-1379.3411330496,1.796,-1381.1371330496,"SL",134730.585043662,133349.447910612,-1.02534308318456
"347",19054,2022-03-03 14:35:00,2022-03-03 20:55:00,"Short",349.220001,349.209153263786,342.279998,342.292237638982,350.040008,0.820006999999976,1626,567831.721626,56783.1721626,11246.904805931,3.252,11243.652805931,"Timed",133349.447910612,144593.100716543,8.432751945781
"348",19055,2022-03-04 14:35:00,2022-03-04 14:35:00,"Short",340.23999,340.207389924876,340.98999,341.015223754095,340.98999,0.75,1927,655642.46073,65564.246073,-1556.6957889033,3.854,-1560.5497889033,"SL",144593.100716543,143032.55092764,-1.07977843895748
"349",19058,2022-03-07 14:35:00,2022-03-07 20:55:00,"Short",336.850006,336.836199900927,324.799987,324.831956886858,338.48001,1.63000399999999,877,295417.455262,29541.7455262,10527.7211233384,1.754,10525.9671233384,"Timed",143032.55092764,153558.518050978,7.36332120293505
"350",19059,2022-03-08 14:35:00,2022-03-08 14:35:00,"Short",322.880004,322.864754535816,324.709991,324.73311723219,324.709991,1.82998700000002,839,270896.323356,27089.6323356,-1567.55630225721,1.678,-1569.23430225721,"SL",153558.518050978,151989.283748721,-1.02206337879629
"351",19060,2022-03-09 14:35:00,2022-03-09 14:40:00,"Short",330.630004,330.616715980184,331.929992,331.950917622542,331.929992,1.29998800000004,1169,386506.474676,38650.6474676,-1559.68171991701,2.338,-1562.01971991701,"SL",151989.283748721,150427.264028804,-1.02785690510866
"352",19061,2022-03-10 14:35:00,2022-03-10 14:55:00,"Short",329.98999,329.962372275269,331.149993,331.165424049088,331.149993,1.16000300000002,1296,427667.02704,42766.702704,-1559.1550988702,2.592,-1561.7470988702,"SL",150427.264028804,148865.516929934,-1.03883504940899
"353",19062,2022-03-11 14:35:00,2022-03-11 20:55:00,"Short",333.450012,333.43915595513,324.329986,324.346081816054,334.640014,1.19000199999999,1250,416812.515,41681.2515,11366.342673845,2.5,11363.842673845,"Timed",148865.516929934,160229.359603779,7.63954526049205
"354",19065,2022-03-14 13:35:00,2022-03-14 13:40:00,"Short",322.75,322.721586189248,324.079986,324.096756689484,324.079986,1.32998600000002,1204,388591,38859.1,-1655.70528228378,2.408,-1658.11328228378,"SL",160229.359603779,158571.246321495,-1.03547744129312
"355",19066,2022-03-15 13:35:00,2022-03-15 13:35:00,"Long",321.470001,321.482075181974,320.799987,320.791704637596,320.799987,0.670014000000037,2366,760598.022366,76059.8022366,-1633.41670799707,4.732,-1638.14870799707,"SL",158571.246321495,156933.097613498,-1.03336727945598
"356",19067,2022-03-16 13:35:00,2022-03-16 18:05:00,"Long",332.880004,332.891673897673,332.010009,331.972970828305,332.010009,0.86999499999996,1803,600182.647212,60018.2647212,-1656.42163407031,3.606,-1660.02763407031,"SL",156933.097613498,155273.069979428,-1.0582854721785
"357",19068,2022-03-17 13:35:00,2022-03-17 19:55:00,"Long",338.429992,338.450048650274,344.359985,344.346703929776,337.040588,1.38940400000001,1117,378026.301064,37802.6301064,6586.56394720437,2.234,6584.32994720437,"Timed",155273.069979428,161857.399926632,4.24257831379679
"358",19069,2022-03-18 13:35:00,2022-03-18 13:35:00,"Short",341.970001,341.960592769648,343.238494,343.250171990774,343.238494,1.26849299999998,1275,436011.751275,43601.1751275,-1644.21350693596,2.55,-1646.76350693596,"SL",161857.399926632,160210.636419696,-1.01819972292024
"359",19072,2022-03-21 13:35:00,2022-03-21 13:45:00,"Long",350.929992,350.948697219,350.130004,350.117613499036,350.130004,0.799988000000042,2002,702561.843984,70256.1843984,-1663.82960736793,4.004,-1667.83360736793,"SL",160210.636419696,158542.802812328,-1.041370270509
"360",19073,2022-03-22 13:35:00,2022-03-22 19:55:00,"Long",351.279998,351.293825793038,356.98001,356.966231018548,350.200012,1.07998599999996,1468,515679.037064,51567.9037064,8327.09087104873,2.936,8324.15487104873,"Timed",158542.802812328,166866.957683377,5.25044327010742
"361",19074,2022-03-23 13:35:00,2022-03-23 14:10:00,"Short",353.359985,353.348777736092,354.339996,354.372235196512,354.339996,0.98001099999999,1702,601418.69447,60141.869447,-1741.92459763444,3.404,-1745.32859763444,"SL",166866.957683377,165121.629085742,-1.04637341868589
"362",19075,2022-03-24 13:35:00,2022-03-24 13:40:00,"Short",353.19989,353.16398096597,353.890014,353.904782604921,353.890014,0.690124000000026,2392,844854.13688,84485.413688,-1771.99752037021,4.784,-1776.78152037021,"SL",165121.629085742,163344.847565372,-1.07633068687762
"363",19076,2022-03-25 13:35:00,2022-03-25 14:35:00,"Short",359.100006,359.089007681444,360.179992,360.215171219966,360.179992,1.07998600000002,1512,542959.209072,54295.9209072,-1702.75927024553,3.024,-1705.78327024553,"SL",163344.847565372,161639.064295127,-1.04460941023509
"364",19079,2022-03-28 13:35:00,2022-03-28 15:35:00,"Long",360.859985,360.87257179808,359.260009,359.240075382063,359.260009,1.59997599999997,1010,364468.58485,36446.858485,-1648.82138017657,2.02,-1650.84138017657,"SL",161639.064295127,159988.22291495,-1.02157558364403
"365",19080,2022-03-29 13:35:00,2022-03-29 13:35:00,"Long",370.299987,370.32933954484,369.170013,369.124504714137,369.170013,1.129974,1415,523974.481605,52397.4481605,-1704.84128544405,2.83,-1707.67128544405,"SL",159988.22291495,158280.551629506,-1.06801999931194
"366",19081,2022-03-30 13:35:00,2022-03-30 13:35:00,"Long",369.959991,370.000253361631,369.274993,369.25406830521,369.274993,0.684998000000007,2310,854607.57921,85460.757921,-1723.68748033103,4.62,-1728.30748033103,"SL",158280.551629506,156552.244149175,-1.09224414731189
"367",19082,2022-03-31 13:35:00,2022-03-31 14:45:00,"Short",366.049987,366.027985701607,367.269989,367.284059287603,367.269989,1.22000200000002,1283,469642.133321,46964.2133321,-1611.54241083247,2.566,-1614.10841083247,"SL",156552.244149175,154938.135738342,-1.03120616687159
"368",19083,2022-04-01 13:35:00,2022-04-01 19:55:00,"Short",362.48999,362.473399326519,361.910003,361.925186042236,363.609985,1.11999500000002,1383,501323.65617,50132.365617,758.178972163322,2.766,755.412972163322,"Timed",154938.135738342,155693.548710506,0.487692609594635
"369",19086,2022-04-04 13:35:00,2022-04-04 19:55:00,"Long",363.070007,363.090396375615,369.269989,369.251826397739,362.440002,0.630004999999983,2471,897145.987297,89714.5987297,15224.893584669,4.942,15219.951584669,"Timed",155693.548710506,170913.500295175,9.7767954573764
"370",19087,2022-04-05 13:35:00,2022-04-05 13:35:00,"Long",367.890014,367.903464890657,367.600006,367.560677774392,367.600006,0.290008,4645,1708849.11503,170884.911503,-1592.24615505205,9.29,-1601.53615505205,"SL",170913.500295175,169311.964140123,-1.18888829365135
"371",19088,2022-04-06 13:35:00,2022-04-06 19:00:00,"Short",355.570007,355.548330867261,356.609985,356.641462322632,356.609985,1.03997800000002,1628,578867.971396,57886.7971396,-1779.61800934446,3.256,-1782.87400934446,"SL",169311.964140123,167529.090130778,-1.05303329048429
"372",19089,2022-04-07 13:35:00,2022-04-07 14:40:00,"Long",354.019989,354.033330473932,352.160003,352.125373366873,352.160003,1.85998599999999,900,318617.9901,31861.79901,-1717.16139635261,1.8,-1718.96139635261,"SL",167529.090130778,165810.128734426,-1.0268663888107
"373",19090,2022-04-08 13:35:00,2022-04-08 15:00:00,"Short",351.070007,351.043259092501,352.540008,352.565112263567,352.540008,1.47000100000002,1127,395655.897889,39565.5897889,-1715.12852379135,2.254,-1717.38252379135,"SL",165810.128734426,164092.746210634,-1.03663410505567
"374",19093,2022-04-11 13:35:00,2022-04-11 13:45:00,"Short",343.959991,343.947619861243,345.269989,345.294428420406,345.269989,1.30999800000001,1252,430637.908732,43063.7908732,-1686.20431607148,2.504,-1688.70831607148,"SL",164092.746210634,162404.037894563,-1.02962642627128
"375",19094,2022-04-12 13:35:00,2022-04-12 13:45:00,"Short",344.809997,344.787468701212,345.820007,345.830703774744,345.820007,1.01000999999997,1607,554109.665179,55410.9665179,-1676.47876316629,3.214,-1679.69276316629,"SL",162404.037894563,160724.345131397,-1.0348759651214
"376",19095,2022-04-13 13:35:00,2022-04-13 13:35:00,"Short",340.25,340.223041667896,340.149993,340.180608021228,340.149993,0.100007000000005,4723,1607000.75,160700.075,200.414113211227,9.446,190.968113211227,"SL",160724.345131397,160915.313244608,0.404308165104745
"377",19096,2022-04-14 13:35:00,2022-04-14 13:35:00,"Long",346.510009,346.531411723514,345.760009,345.750476405013,345.760009,0.75,2145,743263.969305,74326.3969305,-1675.10625818393,4.29,-1679.39625818393,"SL",160915.313244608,159235.916986424,-1.04391375800089
"378",19100,2022-04-18 13:35:00,2022-04-18 13:50:00,"Long",338.820007,338.840366966542,337.309997,337.261849237544,337.309997,1.51000999999997,1054,357116.287378,35711.6287378,-1663.75768636288,2.108,-1665.86568636288,"SL",159235.916986424,157570.051300061,-1.04669355103415
"379",19101,2022-04-19 13:35:00,2022-04-19 13:35:00,"Long",338.73001,338.749863222093,337.470001,337.43433877103,337.470001,1.26000899999997,1250,423412.5125,42341.25125,-1644.40556382935,2.5,-1646.90556382935,"SL",157570.051300061,155923.145736232,-1.04564685733476
"380",19102,2022-04-20 13:35:00,2022-04-20 19:55:00,"Short",346.220001,346.20292003164,341.049987,341.078694141192,347.559997,1.33999599999999,1163,402653.861163,40265.3861163,5959.47471059159,2.326,5957.14871059159,"Timed",155923.145736232,161880.294446823,3.82256804531397
"381",19103,2022-04-21 13:35:00,2022-04-21 14:05:00,"Long",347.390014,347.410761310337,345.526611,345.508381882487,345.526611,1.86340300000001,868,301534.532152,30153.4532152,-1651.26534337321,1.736,-1653.00134337321,"SL",161880.294446823,160227.29310345,-1.02199010511914
"382",19104,2022-04-22 13:35:00,2022-04-22 13:35:00,"Long",334,334.028626803475,333.850006,333.79909181149,333.850006,0.149993999999992,4797,1602198,160219.8,-1101.07935655159,9.594,-1110.67335655159,"SL",160227.29310345,159116.619746898,-1.54362835836712
"383",19107,2022-04-25 13:35:00,2022-04-25 13:45:00,"Long",323.920013,323.93607756158,323.059997,323.030242470389,323.059997,0.860015999999973,1850,599252.02405,59925.202405,-1675.79491870318,3.7,-1679.49491870318,"SL",159116.619746898,157437.124828195,-1.05560255994183
"384",19108,2022-04-26 13:35:00,2022-04-26 19:55:00,"Short",325.809997,325.795536131738,316.890014,316.909522959295,327.570007,1.76000999999997,894,291274.137318,29127.4137318,7944.09577616381,1.788,7942.30777616381,"Timed",157437.124828195,165379.432604359,5.04770607692168
"385",19109,2022-04-27 13:35:00,2022-04-27 14:10:00,"Long",319,319.023143191049,317.640014,317.615202253206,317.640014,1.35998599999999,1216,387904,38790.4,-1712.05618041677,2.432,-1714.48818041677,"SL",165379.432604359,163664.944423942,-1.03673195006621
"386",19110,2022-04-28 13:35:00,2022-04-28 13:35:00,"Long",321.970001,321.983496988219,321.470001,321.453638292147,321.470001,0.5,3273,1053807.813273,105380.7813273,-1734.22751224248,6.546,-1740.77351224248,"SL",163664.944423942,161924.1709117,-1.06371739214328
"387",19111,2022-04-29 13:35:00,2022-04-29 14:25:00,"Long",324.890014,324.911307131449,322.209991,322.199023211954,322.209991,2.68002300000001,604,196233.568456,19623.3568456,-1638.21948737505,1.208,-1639.42748737505,"SL",161924.1709117,160284.743424325,-1.0127838154729
"388",19114,2022-05-02 13:35:00,2022-05-02 13:40:00,"Short",312.369903,312.34846524251,313.950012,313.969571542278,313.950012,1.58010899999999,1014,316743.081642,31674.3081642,-1643.80178796473,2.028,-1645.82978796473,"SL",160284.743424325,158638.91363636,-1.02721160360961
"389",19115,2022-05-03 13:35:00,2022-05-03 13:55:00,"Short",318.109985,318.077041458601,318.670013,318.690155201032,318.670013,0.560027999999988,2832,900887.47752,90088.747752,-1736.33811856454,5.664,-1742.00211856454,"SL",158638.91363636,156896.911517796,-1.09836247907425
"390",19116,2022-05-04 13:35:00,2022-05-04 17:00:00,"Short",318.510009,318.491335429595,319.470001,319.497513270185,319.470001,0.959992,1634,520445.354706,52044.5354706,-1644.09459152415,3.268,-1647.36259152415,"SL",156896.911517796,155249.548926271,-1.05019400223133
"391",19117,2022-05-05 13:35:00,2022-05-05 19:55:00,"Short",324.100006,324.076028364244,313.290008,313.339193984376,325.25,1.14999399999999,1350,437535.0081,43753.50081,14494.7264128225,2.7,14492.0264128225,"Timed",155249.548926271,169741.575339094,9.3346872939064
"392",19118,2022-05-06 13:35:00,2022-05-06 14:15:00,"Short",309.100006,309.080927810236,311.73001,311.754504929242,311.73001,2.63000399999999,645,199369.50387,19936.950387,-1724.45724175912,1.29,-1725.74724175912,"SL",169741.575339094,168015.828097335,-1.0173281557771
"393",19121,2022-05-09 13:35:00,2022-05-09 14:00:00,"Long",304.5,304.533448371596,302.769989,302.745270656632,302.769989,1.73001099999999,971,295669.5,29566.95,-1736.32056122997,1.942,-1738.26256122997,"SL",168015.828097335,166277.565536105,-1.0347782268228
"394",19122,2022-05-10 13:35:00,2022-05-10 19:55:00,"Short",304.029998,304.017674082552,300.790008,300.799347268516,305.760009,1.73001100000005,961,292172.828078,29217.2828078,3092.81206828909,1.922,3090.89006828909,"Timed",166277.565536105,169368.455604394,1.85913662631996
"395",19123,2022-05-11 13:35:00,2022-05-11 13:40:00,"Short",297.75,297.715955343933,300.23001,300.239253630379,300.23001,2.48000999999999,682,203065.5,20306.55,-1720.8894313564,1.364,-1722.2534313564,"SL",169368.455604394,167646.202173038,-1.01826133219073
"396",19124,2022-05-12 13:35:00,2022-05-12 13:45:00,"Short",286.160003,286.152024393817,289.420013,289.442595991014,289.420013,3.26000999999997,514,147086.241542,14708.6241542,-1691.35380095944,1.028,-1692.38180095944,"SL",167646.202173038,165953.820372078,-1.00998818936058
"397",19125,2022-05-13 13:35:00,2022-05-13 13:40:00,"Short",294.73001,294.714196040931,296.519989,296.564117751558,296.519989,1.78997900000002,927,273214.71927,27321.471927,-1714.87742575052,1.854,-1716.73142575052,"SL",165953.820372078,164237.088946328,-1.03460527225527
"398",19128,2022-05-16 13:35:00,2022-05-16 13:40:00,"Short",299.279998,299.254949819887,300.670013,300.712002408308,300.670013,1.39001500000001,1181,353449.677638,35344.9677638,-1720.77910692586,2.362,-1723.14110692586,"SL",164237.088946328,162513.947839402,-1.04966679382709
"399",19129,2022-05-17 13:35:00,2022-05-17 13:45:00,"Long",304.809997,304.823852914451,303.630004,303.613125745832,303.630004,1.17999300000002,1377,419723.365869,41972.3365869,-1667.17131118786,2.754,-1669.92531118786,"SL",162513.947839402,160844.022528214,-1.02774098542839
"400",19130,2022-05-18 13:35:00,2022-05-18 13:35:00,"Long",301.665313,301.690004536742,301.070007,301.041863919121,301.070007,0.59530600000005,2701,814798.010413,81479.8010413,-1750.62780819381,5.402,-1756.02980819381,"SL",160844.022528214,159087.99272002,-1.09211164950589
"401",19131,2022-05-19 13:35:00,2022-05-19 13:45:00,"Long",290.5,290.51263459829,289.260009,289.25004363614,289.260009,1.23999099999997,1282,372421,37242.1,-1618.64161347696,2.564,-1621.20561347696,"SL",159087.99272002,157466.787106543,-1.01983882314512
"402",19132,2022-05-20 13:35:00,2022-05-20 19:55:00,"Short",292.519989,292.495467674175,288.540008,288.557467858976,293.799987,1.27999799999998,1230,359799.58647,35979.958647,4843.73977269459,2.46,4841.27977269459,"Timed",157466.787106543,162308.066879238,3.07500466031894
"403",19135,2022-05-23 13:35:00,2022-05-23 13:35:00,"Long",289.779998,289.794411390593,288.809997,288.788340793915,288.809997,0.970000999999968,1673,484801.936654,48480.1936654,-1683.1561082422,3.346,-1686.5021082422,"SL",162308.066879238,160621.564770995,-1.03924696642372
"404",19136,2022-05-24 13:35:00,2022-05-24 19:55:00,"Short",287.559997,287.546244028466,287.25,287.26336425789,288.859985,1.29998799999998,1235,355136.596295,35513.6596295,349.356516661521,2.47,346.886516661521,"Timed",160621.564770995,160968.451287657,0.216063356412624
"405",19137,2022-05-25 13:35:00,2022-05-25 19:55:00,"Long",287.23999,287.263947706454,291.339996,291.305015129688,285.5,1.73998999999998,925,265696.99075,26569.699075,3737.9873664907,1.85,3736.1373664907,"Timed",160968.451287657,164704.588654148,2.32131645769989
"406",19138,2022-05-26 13:35:00,2022-05-26 19:55:00,"Long",292.168487,292.184236427824,299.290008,299.281921461447,290.149993,2.01849400000003,815,238117.316905,23811.7316905,5784.61330240243,1.63,5782.98330240243,"Timed",164704.588654148,170487.57195655,3.51533620294264
"407",19139,2022-05-27 13:35:00,2022-05-27 19:55:00,"Long",303.5,303.518884148824,309.23001,309.221914205466,302.420013,1.07998700000002,1578,478923,47892.3,8999.3814293823,3.156,8996.2254293823,"Timed",170487.57195655,179483.797385932,5.27879507498024
"408",19143,2022-05-31 13:35:00,2022-05-31 15:50:00,"Short",306.73999,306.731871812571,309.160003,309.177936449091,309.160003,2.42001300000004,741,227294.33259,22729.433259,-1812.53389566138,1.482,-1814.01589566138,"SL",179483.797385932,177669.781490271,-1.01159152307035
"409",19144,2022-06-01 13:35:00,2022-06-01 14:05:00,"Long",311.829986,311.84865751786,310.429992,310.407529332419,310.429992,1.39999399999999,1269,395712.252234,39571.2252234,-1828.79166732386,2.538,-1831.32966732386,"SL",177669.781490271,175838.451822947,-1.03081026450142
"410",19145,2022-06-02 13:35:00,2022-06-02 19:55:00,"Long",305.019989,305.030440799023,314.48001,314.464675500278,303.400085,1.61990400000002,1085,330946.688065,33094.6688065,10236.1446508608,2.17,10233.9746508608,"Timed",175838.451822947,186072.426473808,5.82271214914839
"411",19146,2022-06-03 13:35:00,2022-06-03 13:35:00,"Long",309.839996,309.853106969495,308.470001,308.446401997568,308.470001,1.36999499999996,1358,420762.714568,42076.2714568,-1910.30535187665,2.716,-1913.02135187665,"SL",186072.426473808,184159.405121931,-1.0282555570837
"412",19149,2022-06-06 13:35:00,2022-06-06 14:00:00,"Short",310.720001,310.712159576038,311.790008,311.841523875564,311.790008,1.07000699999998,1721,534749.121721,53474.9121721,-1943.63595948464,3.442,-1947.07795948464,"SL",184159.405121931,182212.327162447,-1.05734289544485
"413",19150,2022-06-07 13:35:00,2022-06-07 19:55:00,"Long",304.350006,304.371694930187,309.950012,309.933558504204,302.688598,1.66140799999999,1096,333567.606576,33356.7606576,6095.80247712272,2.192,6093.61047712272,"Timed",182212.327162447,188305.937639569,3.3464769484781
"414",19151,2022-06-08 13:35:00,2022-06-08 13:35:00,"Short",308.809997,308.799501386047,309.390014,309.42521213961,309.390014,0.580016999999998,3246,1002397.250262,100239.7250262,-2031.05710606605,6.492,-2037.54910606605,"SL",188305.937639569,186268.388533503,-1.08222819945479
"415",19152,2022-06-09 13:35:00,2022-06-09 13:40:00,"Long",306.954986,306.970089483198,305.339996,305.310776721986,305.339996,1.61499000000003,1153,353919.098858,35391.9098858,-1913.18761367815,2.306,-1915.49361367815,"SL",186268.388533503,184352.894919825,-1.02868300188396
"416",19153,2022-06-10 13:35:00,2022-06-10 19:55:00,"Short",292.290008,292.251998550975,288.670013,288.686892455972,294.869995,2.57998700000002,714,208695.065712,20869.5065712,2545.48575183222,1.428,2544.05775183222,"Timed",184352.894919825,186896.952671657,1.38105583284066
"417",19156,2022-06-13 13:35:00,2022-06-13 13:40:00,"Long",281.190002,281.19964072801,280.309997,280.295988370018,280.309997,0.880004999999983,2123,596966.374246,59696.6374246,-1918.45395601708,4.246,-1922.69995601708,"SL",186896.952671657,184974.25271564,-1.02914455939688
"418",19157,2022-06-14 13:35:00,2022-06-14 17:20:00,"Short",277.170013,277.129575812214,278.369995,278.379844599713,278.369995,1.19998200000003,1541,427118.990033,42711.8990033,-1926.66420153589,3.082,-1929.74620153589,"SL",184974.25271564,183044.506514104,-1.04357297651041
"419",19158,2022-06-15 13:35:00,2022-06-15 13:35:00,"Long",279.630004,279.663929725607,278.920013,278.897291979739,278.920013,0.709991000000002,2578,720886.150312,72088.6150312,-1976.39210884762,5.156,-1981.54810884762,"SL",183044.506514104,181062.958405257,-1.0826020975871
"420",19159,2022-06-16 13:35:00,2022-06-16 19:55:00,"Short",274.5,274.476512388209,271.649993,271.663944523756,276.059997,1.55999700000001,1160,318420,31842,3262.57872276495,2.32,3260.25872276495,"Timed",181062.958405257,184323.217128022,1.80164953166739
